互联网娱乐,#genre#
CCTV10科教,http://tptv.mobaibox.com/PLTV/3/224/3221228286/index.m3u8#http://js-live-screenshot.gitv.tv/gitv_live/G_CCTV-10-HD-265-8M/G_CCTV-10-HD-265-8M.m3u8#http://112.25.7.165/gitv_live/G_CCTV-10-HD-265-8M/G_CCTV-10-HD-265-8M.m3u8?p=GITV&area=JS_CMCC_CP?Hevc5M#rtsp://221.203.83.34:554/PLTV/88888888/224/3221226586/10000100000000060000000000499225_0.smil#http://[2409:8087:1070:301:2026::11]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225917/1.m3u8?fmt=ts2hls#http://[2409:8087:5c00:10:5::85]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225624/index.m3u8#http://[2409:8087:4400:20:1:a0f:12:f]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226483/index.m3u8#http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/CCTV-10H265_4000.m3u8
北京冬奥纪实4K@50帧,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/dajs-4k_8000.m3u8#http://[240e:925:2:101::38]/live.rxip.sc96655.com/live/dajs-4k_8000.m3u8#http://[240e:9f:c04f:1::2]/live.rxip.sc96655.com/live/dajs-4k_8000.m3u8#http://[2408:862e:ff:ff06::5]/live.rxip.sc96655.com/live/dajs-4k_8000.m3u8#http://[2408:873d:2010:1000::4]/live.rxip.sc96655.com/live/dajs-4k_8000.m3u8
北京冬奥纪实,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226105/index.m3u8?fmt=ts2hls?50帧#http://d953c45ae944de6f1329edb2802f51f4.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226011/index.m3u8#http://tptv.mobaibox.com/PLTV/3/224/3221227711/index.m3u8?Hevc5.5M#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225944/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000001910/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001910&livemode=1&stbId=no#rtsp://221.203.83.34:554/PLTV/88888888/224/3221226616/10000100000000060000000000599915_0.smil#http://[2409:8087:1020:301:2026::24]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225744/1.m3u8?fmt=ts2hls#http://[2409:8087:5c00:10:5::98]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225667/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225676/index.m3u8#http://[2409:8087:5c0b:10:2::87]:6610/000000001000/HD-8000k-1080P-beijingjishi/1.m3u8?IASHttpSessionId=OTT?广西易视腾#http://111.62.156.15/pull.brtvcloud.com/brtv8kapptv/brtv8kapp4ktiyu.m3u8
北京科教,http://111.13.42.239/PLTV/88888888/224/3221226559/1.m3u8#http://genglicai.3322.org:9901//tsfile/live/1019_1.m3u8#http://49.7.234.13:808/hls/156/index.m3u8#http://111.62.156.15/pull.brtvcloud.com/brtv8kapptv/brtv8kappkejiao.m3u8#http://live.cooltv.top/tv/btime.php?id=btvkj#http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s3/index.m3u8
华数探索,http://cache.ott.fifalive.itv.cmvideo.cn:80/5359008697329269813/index.m3u8?channel-id=wasusyt&Contentid=5359008697329269813&livemode=1&stbId=no#http://111.11.123.49:6610/000000001000/5359008697329269813/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429145628240518&channel-id=wasusyt&Contentid=5359008697329269813#http://111.40.196.36/0000000000001000/1.m3u8?Contentid=5359008697329269813&livemode=1&stbId=1213&channel-id=wasusyt
河南卫视4K,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8#http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8#http://[2409:8087:4400:20:1:a0f:12:f]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8#http://[2409:8087:4402:20:1:1216:401:13]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8#http://www.xingyang.net.cn:4000/udp/225.1.4.254:1300#http://mail.long365.net:4000/udp/225.1.4.254:1300
河南卫视,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226064/index.m3u8#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225709/index.m3u8?fmt=ts2hls#http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/hnws35_4000.m3u8?50帧#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1#http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000339#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
全纪实50帧,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227083/index.m3u8?servicetype=1#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226214/index.m3u8?fmt=ts2hls#http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002157/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.106.4:6610/yinhe/2/ch00000090990000002157/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226580/index.m3u8#http://111.20.45.198/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226580/index.m3u8#http://39.134.18.82/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226580/index.m3u8#http://[2409:8087:7000:20::F]:80/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226580/index.m3u8#http://183.251.61.207/PLTV/88888888/224/3221227083/index.m3u8#http://183.251.61.250/PLTV/88888888/224/3221227083/index.m3u8#http://[2409:8087:4402:20:1:1216:401:38]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226335/index.m3u8#http://httpdvb.slave.yqdtv.com:13164/playurl?playtype=live&protocol=http&playtoken=31603YEQXREOPEG10&auth=no&verifycode=14183&accesstoken=G79E6023V21307D1TD05FABJB53102ABM786710FEI3282697DK98BDA6&programid=4200000147
全纪实,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226710/10000100000000060000000006385196_0.smil#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000006000040025/index.m3u8?channel-id=bestzb&Contentid=5000000006000040025&livemode=1&stbId=no#http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/qjs-HDH265_4000.m3u8
金鹰纪实50帧,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001007000000063477/main.m3u8?IASHttpSessionId=OTT#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226937/index.m3u8?servicetype=1#http://[2409:8087:1020:301:2026::17]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225726/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8?fmt=ts2hls#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8#http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001699/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
金鹰纪实,http://222.79.112.138/live.aishang.ctlcdn.com/00000110240303_1/playlist.m3u8?CONTENTID=00000110240303_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000482/index.m3u8?IAS#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226975/index.m3u8?servicetype=1#http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/jyjsHDH265_4000.m3u8#rtsp://221.203.83.34:554/PLTV/88888888/224/3221226557/10000100000000060000000000599916_0.smil
纪实人文50帧,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226521/10000100000000060000000000425439_0.smil#rtsp://221.203.83.34:554/PLTV/88888888/224/3221226521/10000100000000060000000000425439_0.smil#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227213/index.m3u8?servicetype=1#http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000365/index.m3u8?IAS#http://111.13.42.231/PLTV/88888888/224/3221226571/1.m3u8?北京#http://[2409:8087:1020:301:2026::18]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225734/index.m3u8?fmt=ts2hls#http://39.134.32.102:6610/270000001111/1110000357/index.m3u8?IASHttpSessionId=OTT#http://[2409:8087:1020:301:2026::14]:80/wh7f454c46tw4120919776_-1209725193/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225734/10000100000000060000000000000771_0.smil/01.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225767/index.m3u8?fmt=ts2hls#http://py.fatcat.icu:8880/hls/68/index.m3u8
纪实人文,http://tptv.mobaibox.com/PLTV/3/224/3221227674/index.m3u8?Hevc5.5M#http://cache.ott.fifalive.itv.cmvideo.cn/1000000001000016545/index.m3u8?channel-id=ystenlive&Contentid=1000000001000016545&livemode=1&stbId=no#http://[2409:8087:5c00:10:5::125]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225688/index.m3u8?8M#http://111.20.106.4:6610/yinhe/2/ch00000090990000001330/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=#http://[2409:8087:5c0b:10:2::76]:6610/000000001000/HD-8000k-1080P-shanghaijishi/1.m3u8?IASHttpSessionId=OTT
金色夕阳,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001025000000196971/main.m3u8?IASHttpSessionId=OTT
求索纪录,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226114/index.m3u8#http://[2409:8087:4402:20:1:1216:401:38]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226114/index.m3u8#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=10#http://gslbservmst.bestv.com.cn/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=10#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=no#http://39.134.65.86/0000000000001001/1/index.m3u8?Contentid=6000000002000032052&livemode=1&stbId=10&channel-id=wasusyt#http://111.11.123.49:6610/000000001000/6000000002000032052/1.m3u8?Contentid=6000000002000032052&livemode=1&stbId=3&channel-id=wasusyt#http://111.40.196.38/0000000000001001/1.m3u8?Contentid=6000000002000032052&livemode=1&stbId=3&channel-id=wasusyt#http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8#http://39.134.66.68/PLTV/88888888/224/3221225713/index.m3u8
求索科学,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226115/index.m3u8#http://[2409:8087:4402:20:1:1216:401:46]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226115/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=10#http://gslbservmst.bestv.com.cn/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=10#http://111.11.123.49:6610/000000001000/6000000002000032344/1.m3u8?Contentid=6000000002000032344&livemode=1&stbId=3&channel-id=wasusyt
求索生活,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226116/index.m3u8#http://[2409:8087:4402:20:1:1216:401:43]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226116/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225715/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=10#http://gslbservmst.bestv.com.cn/index.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=10#http://111.11.123.49:6610/000000001000/6000000002000003382/1.m3u8?Contentid=6000000002000003382&livemode=1&stbId=3&channel-id=wasusyt
求索动物,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226118/index.m3u8#http://[2409:8087:4402:20:1:1216:401:41]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226118/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225730/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=no#http://111.11.123.49:6610/000000001000/6000000002000010046/1.m3u8?Contentid=6000000002000010046&livemode=1&stbId=3&channel-id=wasusyt
CCTV世界地理,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226071/index.m3u8?fmt=ts2hls#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8#http://[2409:8087:6a01:1020::c]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226071/1/index.m3u8?fmt=ts2hls#rtsp://221.203.83.35/PLTV/88888888/224/3221226679/10000100000000060000000006385175_0.smil#rtsp://221.203.83.34:554/PLTV/88888888/224/3221226679/10000100000000060000000006385175_0.smil#http://www.kitcc.cn:8888/udp/239.253.43.7:5146#http://www.kitcc.cn:8888/udp/239.253.43.24:5146#http://61.163.8.167/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
CGTN纪录高清,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000528/index.m3u8?IAS#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000000002000000028012/main.m3u8?IASHttpSessionId=OTT
国家地理,http://218.32.47.179:18509/http/192.168.1.9:8081/hls/61/803/ch01.m3u8#https://livecdn.fptplay.net/hda2/natgeohd_vhls.smil/chunklist_b5000000.m3u8
动物星球,https://vips-livecdn.fptplay.net/hda2/animalplanet_vhls.smil/chunklist_b5000000.m3u8
红牛TV,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master.m3u8#http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
LoveNature4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8#https://d18dyiwu97wm6q.cloudfront.net/playlist.m3u8#http://223.110.17.137/live.tvfix.org/hls/ln4k.m3u8#http://live.tvfix.org/hls/ln4k.m3u8
Clarity4K,https://d3thiix3tzne5u.cloudfront.net/playlist2160p.m3u8
LOUPE 4K(流媒体艺术),http://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
Fashion4K,http://fash2043.cloudycdn.services//slive/_definst_/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/chunklist_b10668000_t64NGs=.m3u8#https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8#https://fash2043.cloudycdn.services//slive/_definst_/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8#http://1972762459.cloudvdn.com/a.m3u8?domain=liveshowbak2.kan0512.com&player=BIkAALgYonIlwd4W&secondToken=secondToken%3AcTyp88QdsudhnnmwHbpfH9Dg7k8&streamid=ksz-norecord%3Aksz-norecord%2Fcsztv4k_4k&v3=1#http://3740480834.cloudvdn.com/a.m3u8?domain=liveshowbak2.kan0512.com&player=wIgAANH1UieYTeIW&secondToken=secondToken%3AlDV9er1_pa4JZ7B_HTFDHqOPHaI&streamid=ksz-norecord%3Aksz-norecord%2Fcsztv4k_4k&v3=1
虎牙和平精英,http://txtest-xp2p.p2p.huya.com/src/1560122381-1560122381-6700674604152651776-3120368218-10057-A-0-1.xs#http://[2409:8c04:1101:3039::24]/tx.p2p.huya.com/src/1560122381-1560122381-6700674604152651776-3120368218-10057-A-0-1.xs#http://121.51.249.6/txdirect.hls.huya.com/src/1560122381-1560122381-6700674604152651776-3120368218-10057-A-0-1.xs#http://epg.112114.xyz/huya/660201
虎牙4K电竞,http://121.51.249.6/txdirect.hls.huya.com/src/78941969-2730319386-11726632470504800256-3120368224-10057-A-0-1.xs#http://182.254.61.122/txtest-xp2p.p2p.huya.com/src/78941969-2730319386-11726632470504800256-3120368224-10057-A-0-1.xs#http://txtest-xp2p.p2p.huya.com/src/78941969-2730319386-11726632470504800256-3120368224-10057-A-0-1.xs#http://122.136.191.180/tx.hls.huya.com/src/78941969-2730319386-11726632470504800256-3120368224-10057-A-0-1.m3u8#http://121.51.14.14/tx.hls.huya.com/src/78941969-2730319386-11726632470504800256-3120368224-10057-A-0-1.xs#http://epg.112114.xyz/huya/660135#http://xeaazejl.usa6.20212021.tk/huya5.php?id=660135#http://hls.dszbdq.cn/d/huya.php?id=660135
虎牙4K电竞1080,http://61.241.131.18/tx.rtmp.huya.com/src/78941969-2730319386-11726632470504800256-3120368224-10057-A-0-1.xs#http://[2409:8c04:1101:3039::24]/tx.p2p.huya.com/src/78941969-2730319386-11726632470504800256-3120368224-10057-A-0-1.xs
虎牙4K-KPL,http://txtest-xp2p.p2p.huya.com/src/78941969-2691358968-11559298749356310528-3120471200-10057-A-0-1.xs#http://al.flv.huya.com/src/78941969-2691358968-11559298749356310528-3120471200-10057-A-0-1.xs#http://121.51.249.110/txdirect.hls.huya.com/src/78941969-2691358968-11559298749356310528-3120471200-10057-A-0-1.xs#http://xeaazejl.usa6.20212021.tk/huya5.php?id=11718758#http://epg.112114.xyz/huya/11718758
虎牙4K-KPL1080,http://61.241.131.18/tx.rtmp.huya.com/src/78941969-2691358968-11559298749356310528-3120471200-10057-A-0-1.xs#http://[2409:8c04:1101:3039::24]/tx.p2p.huya.com/src/78941969-2691358968-11559298749356310528-3120471200-10057-A-0-1.xs#http://120.233.148.180/txtest-xp2p.p2p.huya.com/src/78941969-2691358968-11559298749356310528-3120471200-10057-A-0-1.xs
南国都市4K(1080),http://www.xdzb.top:889/m3u8.php/GZTV/shenghuo#http://live.cooltv.top/tv/guangzhou.php?id=gzsh#http://fangsong.live/hls/gsw.php?id=shenghuo#http://112.74.200.9:88/tv000000/m3u8.php?/GZTV/shenghuo#http://ye23.win/iptv/gztv.php?id=shenghuo#http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds#http://www.nettvpro.live/hls/guangzhou.php?id=shenghuo
广东综艺4K,http://py.fatcat.icu:8880/hls/10/index.m3u8#http://9.zhxinda.xyz/gdtv.php?pk=1198#http://mmitv.top/pltv/itouchtv.php?id=gdzy&pk=1198#http://fangsong.live/hls/itouchtv.php?id=gdzy#http://www.nettvpro.live/hls/itouch.php?id=1198#http://app.nettv.vip/hls/itouch.php?id=1198#http://120.237.252.67:8800/hls/10/index.m3u8
华数风尚音乐,http://cache.ott.fifalive.itv.cmvideo.cn:80/5529729098703832176/index.m3u8?channel-id=wasusyt&Contentid=5529729098703832176&livemode=1&stbId=no
Vr4K音乐,http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225789/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225651/index.m3u8
华数3D,http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000003000000558/index.m3u8?channel-id=wasusyt&Contentid=6000000003000000558&livemode=1&stbId=no
百视通电影3,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227130/index.m3u8?servicetype=1#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227130/index.m3u8
百视通电影4,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227037/index.m3u8?servicetype=1#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227037/index.m3u8
百视通港剧,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226991/index.m3u8


外网直播,#genre#
信号导视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226338/index.m3u8#http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226664/index.m3u8?servicetype=1#http://111.20.33.70/PLTV/88888893/224/3221226337/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226337/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226338/index.m3u8#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001579/index.m3u8?virtualDomain=yinhe.live_hls.zte.comvirtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001589/index.m3u8?virtualDomain=yinhe.live_hls.zte.comvirtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001589/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001579/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
珠江频道,http://www.kitcc.cn:8888/udp/239.77.0.1:5146#http://www.superkit.cn:8888/udp/239.77.0.1:5146#http://218.17.216.102:9901/tsfile/live/1001_1.m3u8#http://xjayrf.tv888.top:9901/tsfile/live/1011_1.m3u8#http://mzwh4455.qicp.vip:280/hls/24/index.m3u8#http://diygz.f3322.org:9090/hls/72/index.m3u8#http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://120.84.96.226:808/hls/122/index.m3u8#http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://163.177.126.12:9901/tsfile/live/1002_1.m3u8#http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://121.33.239.242:9901/tsfile/live/1002_1.m3u8#http://119.91.95.147/hzjd.php?id=41&s=2#http://119.91.95.147/hzjd.php?vid=1&id=41#http://iptv.tv888.top:9901/tsfile/live/1001_1.m3u8#http://nsszds.f3322.net:808/hls/41/index.m3u8#http://mmitv.top/pltv/itouchtv.php?id=gdzj&pk=1183#http://9.zhxinda.xyz/gdtv.php?id=gdzj&pk=1183#http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://113.64.147.27:808/hls/41/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn/1000000004000011655/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=no#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=10#http://gslbservmst.bestv.com.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=10#http://[2409:8087:5c0b:10:2::7a]:6610/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=0#http://36.155.98.21/gslbservmst.bestv.com.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=10#http://[2409:8087:5c0b:10:2::87]:6610/000000001000/1000000004000011655/1.m3u8?IASHttpSessionId=OTT#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225717/index.m3u8#http://[2409:8087:5c0b:10:2::96]:6610/000000001000/SD-1500k-576P-zhujiangxw/1.m3u8?#http://111.12.110.110:6610/000000001000/SD-1500k-576P-zhujiangxw/1.m3u8?IASHttpSessionId=OTT#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel65/index.m3u8#http://d953c45ae944de6f1329edb2802f51f4.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel65/index.m3u8#http://0bb527a520197c88b16aa071b8ddeaaa.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel65/index.m3u8#http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://183.63.15.42:9901/tsfile/live/0109_1.m3u8#http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://171.108.239.12:8181/tsfile/live/1001_1.m3u8#http://gmxw.7766.org:808/hls/12/index.m3u8#http://120.237.252.67:8800/hls/2/index.m3u8#http://fdkj.net:9901/tsfile/live/1000_1.m3u8#http://www.weixilu.cn:9901/tsfile/live/1000_1.m3u8#http://fangsong.live/hls/itouchtv.php?id=gdzj#http://few.tv888.top:9901/tsfile/live/1008_1.m3u8#http://few.eatuo.com:9901/tsfile/live/1008_1.m3u8#http://hlidakj.f3322.net:9901/tsfile/live/1001_1.m3u8#http://fyld.eatuo.com:9901/tsfile/live/1009_1.m3u8#http://iptv.tv888.top:9901/tsfile/live/1001_1.m3u8#http://udpxy.hblianong.com:4022/udp/239.77.0.1:5146#http://py.fatcat.icu:8880/hls/2/index.m3u8#http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://113.105.4.154:8880/hls/2/index.m3u8
